,0700_0715,0715_0730,0730_0745,0745_0800,0800_0815,0815_0830,0830_0845,0845_0900,0900_0915,0915_0930,0930_0945,0945_1000,1000_1015,1015_1030,1030_1045,1045_1100,1100_1115,1115_1130,1130_1145,1145_1200,1200_1215,1215_1230,1230_1245,1245_1300,1300_1315,1315_1330,1330_1345,1345_1400,1400_1415,1415_1430,1430_1445,1445_1500,1500_1515,1515_1530,1530_1545,1545_1600,1600_1615,1615_1630,1630_1645,1645_1700,1700_1715,1715_1730,1730_1745,1745_1800,1800_1815,1815_1830,1830_1845,1845_1900,1900_1915,1915_1930,1930_1945,1945_2000,2000_2015,2015_2030,2030_2045,2045_2100
"(78, '0700_2100', 2)",63.19379056757386,62.99083068822517,62.28690911096054,62.68585733617186,63.11822690457924,63.12364395339256,62.786669906497345,63.039637685580864,63.01333419074749,63.0776963660978,63.138722423602566,62.01835951993317,62.13306218804639,63.413840319341865,63.02943864403891,62.5716519828671,61.43159597982224,61.37571787310489,59.69348838264894,58.662417369082,57.418575496005744,55.59533829599487,52.2497475891349,51.146892808884594,52.50106585737916,47.3768569734742,45.60879567539981,44.52215617669528,42.80569493474504,38.46139444163968,33.21709245992344,30.913163720741824,26.871506550459586,20.502501242771093,20.254159993369793,15.221631095275493,13.48237177098035,10.938185781591757,8.761699139664799,8.523531045263724,7.305509151485558,4.902507194502956,3.0113142317855046,4.935156525853541,8.801785826798614,11.280259283297829,16.769225996902186,25.609048103597075,37.112917396632966,43.213962042265216,48.247357051984274,52.06550407748272,54.02896798489722,55.46059127583558,57.5905346400301,57.720044878082334
"(78, '0700_2100', 3)",62.58791516459187,62.42896040044503,61.747648389234826,60.67983434511342,60.121603977783174,62.46038078799381,61.74777641611715,61.233484733356256,60.99187058923725,61.118197305464335,60.965323685822696,61.56502672743278,61.73679001472364,56.09365957115774,56.72765588278893,58.48292283345467,60.99652762949746,61.08277824948998,60.42905886108969,59.114354786220765,56.541766437227956,55.15109846819521,52.25397279432145,52.69112494204197,52.71210088080223,50.01139902251182,47.12592023432888,42.65375265819569,42.27509314661296,38.785719469427534,35.359675044559395,30.27318674341028,26.8161524121523,19.552266949084718,18.593512338113825,12.426459245743345,11.38659993679874,9.446681882578208,7.229593240231061,4.973321047578992,4.770414083765523,3.432088730312623,2.8552746204004524,4.458374286862345,7.67902909468852,9.390659875166152,14.603289059522119,21.456714571250572,30.169998465469718,35.76236157205115,45.770401057292624,54.11725092164124,60.80584871844278,61.264969446825766,58.17411650176209,62.29805263422497
"(78, '0700_2100', 4)",59.66799655792446,57.89803782485712,59.816841473135185,60.63026172501809,62.1677962062206,58.18663834660438,60.295785550947606,61.30229389398454,61.477459061699406,59.525707859162786,60.22750877442126,60.45354367488609,60.16641836619491,57.00514265331507,56.2361916107443,56.436572663195975,57.27484337210727,54.247236447426744,50.20991279494515,48.768517313497554,48.30626584685261,44.228941151499455,43.69392713496484,44.57300628873037,45.15126238139686,44.085173087321095,41.14429206703307,39.404013753520694,37.70976773408272,34.84728039291426,31.61007735551829,26.083600409367925,21.794392064929156,17.899547966743945,17.9358306644719,12.596019794384361,13.614291735252234,10.50674055949184,10.203329257312063,8.969755403204365,8.460675876788196,7.179874983743015,9.139883742782208,11.81552215894824,16.720355891286065,21.948029333078708,27.0633625267434,30.502895316005976,33.85532496353575,39.89532537793009,41.180595686563564,46.05420974095726,52.51907748147565,54.203783024833584,53.495559614814105,53.29821619874624
"(78, '0700_2100', 5)",61.588777769428035,61.88242438955652,62.14973996837482,62.21595931681155,62.039641451395845,62.14398488501529,62.19914389055714,62.19501204113721,62.03247563295205,62.02828392601577,62.02008255869958,61.90953485249693,60.4926597557474,59.01266396341889,58.53247078778387,59.042352259505826,59.91702459574256,59.517327171205245,61.05016410794618,60.30409798158581,56.51637210790334,51.63462497860983,50.44157661806849,51.096685495956365,50.82763278453007,51.97443587774119,52.070358165484556,51.89088160197096,52.190188011770864,51.208226591750815,47.855888637039115,46.67639814121035,47.03025494845444,46.41490258508642,45.12072076113529,44.44053491684777,44.22215584840273,44.44881191589472,44.522669853022464,44.78471732843811,44.69121958416485,45.02591200412505,44.09515259611304,44.91740248850728,45.09823884931052,42.73439307369827,42.0731793580114,45.748663535388076,51.19341885115583,57.19752385226986,57.698340366405674,59.350380795779195,60.49152993732606,60.46711891854914,58.08925827154209,57.19981042626951
"(78, '0700_2100', 6)",61.147340821055685,61.62392271531755,61.688353293029074,61.78962423662619,61.628442753903016,61.67560131439851,61.97832929963628,62.165223284716056,62.129609754608474,62.09500159449065,62.244878803626,62.23801565105028,62.14843501294144,62.128868832710715,61.52741887438558,58.3545236730704,59.143202720869745,61.7280124518485,61.80046684037783,60.24092571816194,58.14351572149844,58.83744868127999,57.712573879030145,54.92754925684208,55.014361891333685,52.16784014683899,51.976086065326925,52.87015366199961,56.34411617449748,57.951536249041986,56.99773130873281,56.19548622675045,57.370367645499364,56.40159230346224,57.873219152931185,58.65570058334785,58.446325490774456,58.10858150766166,57.46082840565901,59.09137439223236,57.190200490436375,55.285685786041505,54.87017644956714,57.53642349988764,59.22501112726061,58.37641632685917,52.764403668480604,54.142979047921166,56.99401469954933,61.02817875138468,61.79086706518486,61.23133331550555,61.268896522829614,61.9837230953179,62.55032411912675,62.86691760317497
"(84, '0700_2100', 0)",64.13073310545482,63.350890335917065,63.04759361061177,63.12823841250856,63.11984315261318,62.703139170397236,62.13818491864556,62.831386951246245,62.20467126119926,62.68232511026768,58.16574247348693,58.374247438555116,59.64444357987445,63.522216419595004,64.16949570982017,63.2479014512006,57.082161537306845,58.823118023632944,57.945687317281134,58.08534277128122,52.698078579158505,51.037743578060336,55.40641089931568,50.86718239229827,50.23609764683934,49.577386646637756,50.434461122111834,39.35950492838506,34.80944365540543,29.75956431577058,26.902047815838703,21.049458009367704,17.722895087981016,13.132363854255894,11.182545066976964,8.455396752841532,6.832443557457292,3.6760584877197804,3.1610618547200673,2.671653012005333,2.1542280228118926,0.7365656754057994,1.1144388738314497,3.8714034375735444,13.294668337009085,19.989668710432415,29.20121157970103,42.987614419131205,57.236364146270176,58.95898556152189,58.696352230153565,64.22090715753497,64.69070887159144,64.65290227992125,65.56345438290138,65.8416753016422
"(84, '0700_2100', 1)",63.92185766621133,63.403381928258845,63.06699774739026,63.153033519981435,63.30940333723084,63.05781797978182,62.4217313764158,62.65134517438271,61.33817682287951,61.464851766916624,62.0846792611609,62.64626912681656,63.09188485578293,63.820223604104115,60.93415542166529,63.53562454511295,63.78519996297714,63.60760113352851,63.54355580641088,63.223038465116716,59.54973085142765,55.73110976249348,58.30558625332217,55.7898839720703,52.121809012571354,49.85568219831827,48.135127843345074,35.4603103705837,33.84416665096748,30.238526066716965,28.091636999194723,21.78667624865929,19.62750697084639,16.13338701322215,13.820895459295205,10.506512171358107,10.892070958637397,9.54420384916184,9.21685094478788,8.043245658528004,4.678581247770323,3.2035804638064533,3.3227252929449578,1.9557189058642717,4.192181682776466,7.147039311958312,12.75971783284887,22.729960246360683,39.12983535845697,45.40481877527555,51.92410614746517,54.7340923766605,61.864593319407206,64.48624629790234,65.31318595115422,65.63539853285721
"(84, '0700_2100', 2)",63.84710062687139,63.00730315824462,62.59871199678463,62.8414816399757,63.245287092423354,62.88317821315463,62.41344916294444,62.617612988012596,61.93111691472076,62.716924699986485,62.63696616816115,63.01163590059461,64.17695842115485,64.16478149693191,63.74075466650017,63.82459224849835,61.31376140407534,62.66485380788376,58.450150939257995,59.419063486972476,59.68067980301369,56.98224922897676,52.2059417212937,50.50461544657574,49.873008174720816,46.08546871394156,43.449458712928035,33.84411033648302,33.01043798295517,27.978363213693065,23.866123396231885,18.99545714418398,18.36561539319993,14.213253657793915,13.907665676444909,12.36192584728284,11.442510974088071,10.191982780648129,9.482197012509827,9.460574479926256,8.007975019962291,6.480272681498907,8.256602792584598,8.573546720650844,6.537560688825762,8.480161016839608,14.770997277353587,26.307957892985446,38.70447079269193,41.89174541387268,45.982803698906565,49.23059772114283,54.75173319807458,55.7088368521333,60.557735936899846,63.29568238742983
"(84, '0700_2100', 3)",62.89027712235844,62.88181316168477,62.52600469420149,62.38898795555578,60.658100419186056,62.23137943673559,61.47344685213913,60.788732125587565,59.62746592627865,60.367103359924165,60.052919644270325,60.996457665066245,61.69353208171251,61.425826798314,59.84080170172233,61.31286618292155,62.34036492426577,62.19608037032783,62.91932961613714,61.42767927791905,56.60822726774848,57.36648929236295,52.60791956754401,49.02340920750796,53.39955098515854,46.858786067054496,43.261141595527356,33.871699954923656,33.62962794611738,26.289778509290237,22.22551352841751,18.681209857139123,15.33495360854969,11.263308337980117,10.302601350830297,7.481171819310314,7.238577504111548,5.258806570546838,4.586081576221035,4.153408904760255,2.269038282977789,1.2778950025857885,2.3497795270130215,3.4038788160439974,4.891664899862805,7.3259426556903415,13.536486438548945,20.84518244151994,29.635042532019348,34.388325951660605,44.227870775714386,54.74571058419072,63.2078043008888,61.51357324918505,63.73478126228097,64.7317494188424
"(84, '0700_2100', 4)",63.56069166507418,59.09273990285387,58.59016102252833,59.94395057687015,63.11303179579157,62.18705411600638,61.244046664213315,62.04411601301433,62.16543805368814,62.10824524422316,61.955420050190035,62.42540323047141,62.30633759280966,59.25742952094748,56.84906952609504,56.928438433473985,56.85327331719733,55.721842721116005,50.06155493385518,49.05399406888401,45.31781804053115,42.282966528161076,37.81611285834646,38.693323052519375,36.895943168453876,32.335633501884494,28.1185926285883,25.11190972438009,25.572016207384948,19.53255158034985,17.995023501615066,14.084029549834558,11.726767777863808,9.09013976378127,9.37053196726821,6.097955484541709,6.76798441085657,5.77493511304006,5.145526137818319,4.069886783780742,3.9515156338132726,2.8347922846309324,3.810116572450695,7.938750484488619,13.587130100885988,19.148454769001503,26.06886880544441,30.319012096732934,36.40916791797737,40.35572701185923,43.93348672268285,50.86608608652378,54.31963522067916,54.609110975123635,52.414725468944184,50.949679614973384
"(84, '0700_2100', 5)",58.99814209299256,58.92705877855213,58.81097970112069,58.904119740694824,58.8161017130836,58.59752682767748,58.23218250891252,58.257600694954064,58.23176532067271,57.8510285693944,57.51982790013751,57.368932282622865,57.50762035009077,56.90360749218553,55.40809345404443,55.15317884125062,55.75633596453819,55.53201978349376,55.61158152531496,54.509887420902864,54.21789993324642,50.25184633781928,45.99229550803517,48.14399127575272,49.1010418483396,48.40919074931074,49.44808390167933,46.84196802986806,44.86946775116636,43.61528881024654,45.156713979380186,43.41499132062835,43.73154952218711,42.78316973237642,39.764153899939615,39.69727673519167,36.38766927983068,34.81925918709859,36.44343285157787,38.99558734007986,40.2658125445895,41.10449216931493,42.88952279351186,40.448093207201865,42.1638175454777,41.32893086754656,43.27492543726711,49.00953246219462,53.703707577810675,54.70635777161692,54.83725156653201,55.40092647563042,55.58827843524823,55.43261981580345,55.62923141268011,55.81223813093401
"(84, '0700_2100', 6)",59.680824097253534,59.672149897863655,59.872812042118845,59.72306542948749,58.48970648565345,58.402061392736734,58.8421476170982,59.43206836492487,59.50473076441411,59.09911828274084,58.793597009254285,58.73466251303579,58.54775734475462,58.4398224532354,58.06696295179408,57.01260699953608,57.66361021444889,57.685719155523806,57.59156400030321,57.37157468774373,55.43940954356865,53.833206073937944,56.43934623023334,55.071758994176186,53.86575638078832,48.60714558648406,49.0114982560096,49.89305753759331,54.762713785346214,52.933421705810225,52.406768416861425,53.610213307959484,50.644346081974746,51.78407293690104,52.545933381461076,54.730405037371284,54.47487237788924,53.39120722250707,54.035110429829324,55.09486240430854,55.65985801633673,56.05053340950513,60.23595979672468,64.54950629370585,63.60632863052067,62.678481757689774,60.734568112910885,60.23784388540026,63.52218853435201,62.686307824954284,64.0397328666015,64.58243188942623,64.00200440901159,64.87950073414167,65.35483277202725,65.49276842276004
"(137, '0700_2100', 0)",63.99066401727999,64.18601304215363,64.39461833106039,64.14150153915969,63.981776469772896,63.87185594176345,63.681843337346116,63.81885421494249,63.204844408440216,63.13241219625385,63.608249218042715,63.45911885260732,63.43793000260497,63.230766230535885,63.22770525494608,63.406728417749925,63.325724711052274,63.21916212335991,62.69850312744428,62.82155651552838,63.32136695455888,63.54734087992892,63.25545281734595,61.57463433605481,63.11840648723398,63.25603034125879,63.04380787304034,58.396481096996844,54.98547219573055,50.86200406704794,46.770061546978056,39.67286135113632,30.06914703080541,24.050757863472594,21.623809769959497,18.59545426421161,15.576773534727634,12.837882916400174,10.658653484302505,8.719434029058979,6.89775425326798,6.446461502102597,6.168260805403634,5.678139562696721,10.562599127014984,13.657915467074607,20.67987637400924,32.41632987752368,46.689135326134874,54.75216309129285,59.394402895864054,61.37412357822252,63.11384142289074,63.17111695587597,62.985293272858094,62.97407369261452
"(137, '0700_2100', 1)",64.05380385196398,63.34029381598533,62.92082926051494,64.46180071675352,63.96481310763673,63.78939668031676,63.82680360086961,63.47801532780078,63.15587282413662,63.088622994318385,63.41980634578519,63.32096359468544,63.12419048954102,63.09154615102519,62.90703104129694,63.080604582104414,62.981834703860265,63.16243685602606,63.185578783991026,63.0764034826026,63.03728540595414,62.885215974790015,62.89948698277986,63.057562566774806,62.813237361746744,62.50917386208412,58.05836751581961,57.74073729249903,53.626504215932805,48.76141493458272,40.09962990844432,33.86777501955504,28.45320481807542,24.358923802289727,22.508572296140954,20.39283319588671,16.12898614644854,12.127173995439524,10.706803468865496,8.056633972156307,7.3772760924730925,8.553496525644848,8.34774643058924,8.094062782702075,7.345861593322834,8.936424735154787,11.099799089824074,18.14916100447356,31.159588438036007,41.343135207112,57.1309456667591,63.51017020108523,62.98102379849454,63.48441097621937,63.39023990282943,63.208866249793424
"(137, '0700_2100', 2)",62.48966628467175,63.20725167691873,62.93170861776721,63.128947375908126,62.77369739956956,62.266055714777764,61.96098156492234,62.570870036891385,62.47892523921396,62.73438547964933,62.72166674932428,62.688980013962,62.70090662456335,62.82239725301806,62.97280955794712,62.43588969645337,62.42868154242311,62.63329908188902,61.32185027259518,62.06154421226491,61.544453708235174,59.773830356364606,56.048036491712764,55.43599703486004,57.957648884798914,57.396281072227694,55.40073541997362,53.79044217065038,53.53235609641222,45.688212573906384,39.840828110687525,32.90684889500881,25.31611928719559,21.495767455382445,20.20169944335202,16.92354656269505,16.437065969363992,14.192091459280322,13.331352887592432,12.363100800940728,9.583916857841164,7.9011909423916915,9.142772682528015,9.475802886088156,9.056629522297818,10.783330348094323,14.606636680252814,21.97093281663504,33.37273831910213,47.121477579994384,55.48285103109564,56.912717784550914,56.420417630793935,58.44200494071881,58.13961839302356,61.70733804921736
"(137, '0700_2100', 3)",62.70653109868648,62.837008608574976,63.29078282744402,62.344611773357315,62.84931602771948,62.667395100571454,62.76071771493418,62.36189117082202,61.608681507865974,61.255514640237635,61.04661354888328,60.901745825683605,59.47776048958945,60.16156797282649,61.144785074622945,61.327075856866415,60.93570300861197,61.584553002748414,61.76548216151875,61.84242954319761,61.5732972485296,58.52334958362073,57.827726900273255,57.53730575977615,56.92896654034842,57.71537981555561,56.073826641489696,54.826254482824226,51.97032882650217,46.07796900280833,40.845431627209095,32.920319685473025,27.18399774714786,22.887459440717112,18.47759187315161,14.690000863957074,13.859538876028152,12.297159659235136,9.842987931646777,8.186199650734933,7.316605133422653,6.631207038515395,5.2877119297378155,6.160020933705251,7.490103284029129,8.417266805931073,11.543504902900647,16.821570420511804,27.391150425219486,39.96483166417866,50.88538424511756,56.79137819578828,61.723465708107305,63.705502260633644,63.55787430166637,63.546214238289544
"(137, '0700_2100', 4)",63.84011344470399,64.56762763797829,64.51186808902428,64.34254108844051,63.990055558671955,63.48903438999176,63.43321588011497,63.15127286722555,63.267909594862736,63.55035134764153,63.21758435508781,63.471614361262205,63.76065846647755,63.401595222104376,63.45206673071002,63.37063095121914,62.72112906027824,57.91224838058296,55.86096585126569,56.00288370641791,56.194774370812496,54.695214705297815,53.9658849967197,55.38670845419002,56.88640500219858,53.70663012603087,52.84901852710209,48.54827396723699,42.71537239565052,38.27047263172696,33.515075797294244,27.855353939668955,21.806488169048023,19.432819524718923,16.255444391994985,12.530910075860845,13.78317758071468,11.298762904318535,10.494795242329676,9.996084956143825,8.663489033510333,8.758698060769895,8.14157457115629,9.074329437123083,12.290658262054718,16.276330108933664,22.345384680126084,28.91006573128647,37.23647665594106,41.249556142517505,44.50275031852003,50.82541164342005,54.78433300752169,54.945011255232714,54.64886359016228,56.73974854181112
"(137, '0700_2100', 5)",63.012702685303196,63.66099047254572,64.50461431069067,64.43894937733725,64.25880562190339,64.42951899952133,64.75404426738967,64.57643017690286,64.44291940086536,64.46929830781212,64.56766197461194,64.64038494562938,61.044231277855886,60.38727055933941,62.483021257868465,64.4055006066646,64.2931962179045,64.41539729134023,64.40397171328456,63.64923917993837,60.048033421391025,62.17199858591568,61.75017521300822,61.77717869155121,62.57091354398768,62.84298321538979,63.0275861983912,55.55117846864316,55.94516602538771,56.64980722017142,56.70867838479181,54.693249054403445,57.43816613019718,56.582496455022245,52.55767902161551,51.73293445204578,53.2982741664454,55.73095870129067,55.742268339016356,55.83738878148584,55.047227025461225,55.42924164824661,56.571239053222286,55.48087288612893,55.240041221014806,53.026758089971636,55.16224895574121,57.14890112677204,61.050646041204516,63.093655059055756,63.46375400291757,63.13912037012547,63.16543128153001,63.314786011173226,63.18860450668235,63.41977670909127
"(137, '0700_2100', 6)",62.38083957766747,62.754956528242424,63.15935416286285,63.26774095530351,63.2693803586554,63.10121146911965,63.3708757131139,63.78718966301166,64.00129223819643,63.98108121485609,63.98203660881115,64.35937331104185,64.00010050482807,64.09015801097729,64.36255206950239,64.48252534762541,64.40108932754825,64.51171420243243,60.802816138681116,58.68717856896019,59.34431047024198,60.36561957221169,59.833772565383285,58.82811066849519,61.29915086441732,59.630187879283724,58.5291093867598,62.77925671224315,63.63877765004756,63.53612783316492,63.863016618670855,64.11789420522189,63.63745592319587,63.989347999534054,64.10807404422742,63.62861197497581,63.77330503594576,63.715298919722706,63.6452571180769,63.69545273221533,58.933296462435,56.57724354091786,55.38970032212922,58.312441921741176,62.98069370859301,63.189729876358406,63.23966636323619,63.15206949283051,62.91962665523376,63.33908249943213,63.57033543913694,63.40750442305605,62.947959497340605,63.43186214279814,63.284498000269494,63.33927969145597
"(139, '0700_2100', 0)",56.84845683645126,54.451141856091496,53.63033291204657,53.54560531525122,53.86262842268012,52.2291521323533,51.74415456702813,52.996323758381635,54.08960307205716,55.28033704285521,57.41910361616922,57.670120798249634,59.232057952856216,58.822321251433976,59.011274301474394,58.648874333192715,59.3405054401513,56.75439361112967,57.41520850873703,55.982863101784005,53.25957055698257,49.99059336075373,51.75824101915443,49.60699954503243,49.28382328895863,48.5818790097831,48.82851057816283,42.375873049511384,36.54024986858778,28.562224915687317,27.744521195345147,22.105700740497266,20.48030207847342,16.156583916685975,14.570733338591069,12.839269432624588,12.53025563283406,9.631675904935967,9.786122969593798,11.690902178714751,17.839003781191774,16.794392976626206,17.508221157082065,21.42152432111867,28.672393502318076,35.34072045637372,45.16468846985284,56.622236738704004,60.00172381977243,59.711963214416045,60.209095196807986,60.75151779051836,61.210520071978664,61.199745104438946,61.507321685479,61.264791738038944
"(139, '0700_2100', 1)",57.00231815062521,55.25614590571396,53.65490002172387,53.8354660706641,52.6782836263088,52.94672624467619,51.89370804954233,52.15439339596724,52.11110554014208,50.58992228904158,48.76915341241142,48.91538901123711,52.209358785540076,56.68842461313298,57.04219665289784,57.10239694803503,58.00145557303591,58.46722272726275,59.20371515972206,58.84758752727003,58.675561734648596,56.697322564478846,56.109531431175796,57.167627044671846,55.67410047927052,53.1857939178283,49.50012717012957,36.417887977369745,32.181472754325284,29.57203306966285,28.897070708176994,23.22921853390813,20.295637319676104,16.909191994587168,12.37349302260393,10.944866025924519,8.935521608249783,6.306940759767038,5.656423857453429,5.971780214619308,6.239988007978404,4.648891224700954,6.369427239126804,10.335018761557052,14.54885901842404,18.226033697408823,24.168511865439637,35.51606651683265,48.86961026308681,53.45736816485411,57.931750043767785,61.1904810237516,61.461635579287204,61.3499637283517,61.744268871854466,62.13854049684397
"(139, '0700_2100', 2)",57.081110188832206,53.45810057299891,50.89719070371382,51.45529157228531,52.39087796957446,51.53211656964521,51.04985934567854,51.83848765396695,53.83989988726025,55.14182748904094,54.87116069954514,55.08725536148211,54.80723937351744,55.21889512312465,57.18296121228721,57.15364235944246,58.31342252822135,57.73434033515215,56.803608974902936,54.00326159018468,54.563884129604894,54.021627970542404,51.121618127488894,50.963086647321276,51.15882998288453,49.21192426946238,44.49999002837755,35.306628288321726,31.847126933124823,27.736066824951333,26.3633773507459,21.473467112820522,19.88951295093888,15.768084896706206,14.259487069625763,10.428622677713921,9.217768741575462,6.4943016401009475,6.18085647989334,6.290267513142995,3.65697245268192,4.672627643405519,7.037414862972881,8.406755666490568,14.465952618992642,20.575923806782598,28.267022369842092,38.026404654686786,47.80709599631268,51.54966096846598,53.53348423257616,54.67427187037404,56.789419277952526,58.55161267110546,61.40227957470277,61.84946939438002
"(139, '0700_2100', 3)",57.05613689056189,54.63359399511769,53.658817317565976,53.61367828618337,51.98840521314618,51.1884992501139,49.864426455837645,49.5154434006712,49.7171240273624,49.25849792115316,49.88550601357518,49.28520709355067,51.204742223244445,54.530780090177736,56.301579305121834,57.78525007756051,58.9319728343266,58.16457837961946,57.70576726395704,56.18263406739329,55.33547545436386,52.65801169673709,50.51482392718282,48.12827177322084,50.76544807909837,47.08190011134363,41.10906111730688,32.219276421169724,29.064842886729096,25.089171131922914,23.275265571353145,19.192444861501286,15.617020920337792,12.529864046130527,11.129269558965838,8.988981050587565,7.865602873416985,6.587604775376756,4.639268621715889,4.127001109043054,2.369095325363748,3.688136467605609,5.370256459327276,6.452668431125416,11.539671490927656,16.15664089975802,21.531170017661182,29.609590477460166,37.8106645402506,45.156577130175585,51.857144817941226,54.79525654220498,59.38495631457316,59.563866557924605,60.19836631140096,60.13734678084073
"(139, '0700_2100', 4)",56.493447152879945,55.536538569354946,53.54710156914521,53.36613661958492,54.068055301059765,53.42057867759548,53.68979654708219,54.45460681652384,56.28847240815053,55.564991981215755,54.346011372487965,55.92451974624812,56.918220967824,56.429210707954596,55.69714519858492,54.968952986451896,53.269436503713685,50.81575512334348,49.18445303954824,47.300726152364355,45.00644126873222,40.93090905398743,38.36395512427258,33.71922365349415,33.744944163597296,31.18861654869043,27.908451238542774,24.53853504167574,24.002339357684352,20.55826994730929,19.859246102399126,15.447884435655714,13.037550859738287,10.634431949160774,10.670832653888166,8.357176559416388,8.080945989418009,7.889625514378207,6.154600893608947,7.023066982848712,7.704684919615652,9.13393563044702,11.394798262781684,17.369060909607935,25.6172267008462,30.796332393999897,34.50874205363215,37.1057632365592,40.234413226604865,41.057379863701826,43.875842231797265,49.057236115766905,51.25357842922499,52.06111779991261,54.641493555644594,53.11685382586215
"(139, '0700_2100', 5)",60.49726206719275,60.400434041263196,60.34254090385452,59.98187936161336,59.9092497656902,60.017695477381764,59.58358201492683,59.139729346592404,59.54812696588577,58.58897039614103,57.6766690806945,57.95350116199285,58.3248009696746,58.14318492110435,58.064977864978104,57.49104277161747,57.49667734489054,56.564418843191,54.275953557221946,53.989761734774675,54.68791714258238,51.56163723660205,49.8317903988149,48.830038285501516,51.37865119320028,46.88183715660489,43.42678220086914,43.219216772142346,43.031092947159486,42.473048412617004,42.70397030448136,41.825842593614,40.729050541397626,39.66669045688721,37.717228408696556,34.025816686070996,33.6383419900252,31.744272811390935,32.95021375350499,34.74294531064318,38.50987129278211,37.54349782078188,38.14693062374774,39.93390726134071,40.938738086153315,41.89787372550508,43.61336489962932,45.54117941787822,51.25239936276025,51.45603808866277,54.82653459658291,56.410463591542474,56.68562959751715,56.703954343025124,57.24488050110224,57.51242354958463
"(139, '0700_2100', 6)",61.76482820145689,61.47791838323138,62.02908574887481,62.22598288574128,61.325382356690575,62.01723902688144,61.34975428104693,61.66531672759276,61.7006875118969,61.401505903122775,61.18859671217229,60.849219442212984,60.95894911008298,60.62754864996149,60.39345615844602,59.16672374224839,58.739067657314465,56.91372026874387,56.253358916322696,55.54142536470724,55.71410904597064,54.1807843101815,54.18997852106622,53.928740738765256,55.14974959407382,53.97280710590543,52.245900780395196,53.99565512379853,57.33962989401353,57.57669251455139,57.07521333522336,57.7638003865138,58.32988021584138,57.24508857090395,57.773809457521054,57.09335224298757,56.75933908065607,56.40406026521711,55.287572598466106,55.02786635321819,57.40119569671232,57.23216547217355,59.40538622686751,62.05973754357252,61.694043980723734,60.570151548905024,60.54037645989774,61.659788280477876,61.456005518207775,62.13599944206987,62.216115916303806,62.4422499497369,61.97028502943465,61.79715412709208,62.55084464338297,62.986555769363044
upper_speed_bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(78, '0700_2100', 0)",65.45643084712816,65.40250387448877,65.4874697469414,66.96810832434845,65.29844630888681,65.27545159403095,64.8634448956116,65.77455993165768,65.61645453166008,66.8804859340041,69.53290229729483,68.9438156101248,67.99914847670516,67.92115829656797,66.95195966526465,67.70635483817382,69.23158977616836,69.14918245665342,65.70081791798921,66.74588972774403,68.13790371706096,68.77578984218611,69.45041186358871,68.17832257187025,66.56568009663404,64.67052727941491,62.47473232900949,57.886323890549406,56.623042895289146,55.167358424499696,53.79173131283361,52.41790177759482,51.18547634993996,46.80253657371959,44.693019057302934,42.196939589309096,40.37144619816937,38.4097099553486,36.50908812752024,34.67610267718428,35.23109243152204,35.438745309660156,36.368485553276436,39.3917086263926,45.191331177124766,53.134816655016934,60.474777046311296,66.03766960768067,68.33949285206117,67.59308365332637,67.61240727677746,67.16429728874758,65.21359350050892,65.02979362381234,65.13621511483923,65.03331630821026
"(78, '0700_2100', 1)",65.5685951069812,65.55897282970184,66.14532822690258,65.99722914309251,65.11377225402879,64.99012603471448,64.72044782407035,64.86653381682119,64.87527301475986,65.17907099889091,65.49480864164123,65.01097410325666,65.1037410585107,65.02457543358551,66.96508961154106,65.60682922734331,65.2951743821072,64.77717636755692,65.52172639692256,66.49153292635017,67.92034132195016,66.30590970008988,65.84171937835762,65.89104932610545,66.34880169355503,65.25550711425733,60.43856278037581,56.96910563629135,57.68719414743066,53.75286004700137,52.79187712794078,48.55395712604329,44.83085872892031,42.22036367403638,40.533027204094324,31.77607260113823,27.588183644573476,24.970684011056914,21.9038443566603,19.99181657682213,16.216958185404973,15.487551900639344,15.46964195696575,21.17444250257619,25.72771205834015,30.984325738731325,45.96721031514329,56.41299429958203,64.86579058968827,68.61430478342123,67.34664491089619,65.67293377156098,65.25154139112009,64.72835958693865,64.86742514199312,64.75508964793069
"(78, '0700_2100', 2)",65.65098067438693,65.28041114236308,65.55949611688258,65.13440410186735,65.3556293040482,65.07406846347018,64.79176146605168,64.66951264147797,64.5999991412525,64.87468458614711,64.93127757519743,65.79330714646683,65.90775413848422,65.13037736678058,64.9572280211611,64.86501468313291,65.47840402097776,65.51317101669903,66.2248122706844,65.53692903601603,65.66965979811191,64.71021725969139,64.9528667908651,64.89395686444873,63.864947216346344,61.94314302532579,58.0945376578002,54.96967388879492,54.38711552250985,51.99938987169365,50.22957420635655,46.56350294685817,43.35849344822041,36.74416542322891,36.7703498121204,28.785035572844503,27.082987706902006,21.95181421804824,18.481764912845005,16.172547385363725,13.197824181914442,15.950826138777046,19.877574658292925,21.273993800930775,28.79298541567197,35.04000215407472,43.54776746690173,54.969383268951944,64.28250744022978,66.74192031028382,67.72323118330985,68.02116259011729,68.21776404176946,68.11784009828206,67.2950862744797,67.13943224583923
